==> training in progress with 3438 words	
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err	
119 3.9399 33.3551 15189.487 34.6131 16.30 52.88 19.84 59.55	
120 3.9612 37.1840 15316.263 34.9040 16.03 52.53 20.16 61.62	
121 3.8959 25.0135 15443.219 35.1949 14.80 51.05 18.54 59.12	
122 3.6281 23.3942 15570.297 35.4857 14.03 49.51 18.31 59.58	
123 3.7181 29.6436 15696.597 35.7766 14.70 49.36 18.49 58.30	
124 3.8816 29.4772 15823.579 36.0675 15.08 51.11 19.10 59.17	
125 3.6704 26.5532 15950.711 36.3583 14.70 49.74 19.12 59.12	
126 3.7051 28.7256 16078.169 36.6492 14.77 51.16 18.90 59.81	
127 3.8443 32.3522 16205.821 36.9401 16.08 53.29 19.75 61.30	
128 3.7940 26.4707 16333.585 37.2309 14.98 51.25 18.57 59.46	
129 3.6996 24.8784 16460.834 37.5218 14.60 49.85 18.85 57.89	
130 4.4389 45.7715 16588.379 37.8127 17.12 58.46 21.14 65.25	
131 4.4516 47.5889 16715.269 38.1035 18.15 57.97 21.86 64.90	
132 3.8331 32.5436 16842.661 38.3944 15.37 53.46 19.12 60.86	
133 3.7092 30.0134 16970.045 38.6853 14.73 51.98 18.29 58.74	
134 3.5271 20.2843 17097.223 38.9761 13.19 45.46 16.98 54.78	
135 3.5790 23.6729 17224.150 39.2670 14.01 47.99 17.99 57.23	
136 4.0580 32.2966 17350.821 39.5579 15.62 53.98 19.51 62.29	
137 3.7760 27.7274 17477.412 39.8487 14.98 52.12 19.48 61.04	
138 3.6786 27.4254 17604.914 40.1396 14.93 50.47 18.54 59.46	
139 3.7391 32.3364 17732.260 40.4305 15.08 50.84 18.43 58.80	
140 4.3795 47.2294 17859.040 40.7213 18.51 58.52 22.15 65.34	
141 3.8474 28.1994 17986.106 41.0122 15.10 50.23 18.55 57.08	
142 3.9568 28.8302 18112.978 41.3031 15.83 51.98 18.84 58.19	
143 3.9544 33.7596 18239.565 41.5939 15.86 55.00 19.68 62.75	
144 4.0354 35.6671 18366.344 41.8848 16.33 55.70 19.60 62.81	
145 3.4493 19.0788 18493.001 42.1757 13.28 48.31 16.95 55.74	
146 3.4275 15.3456 18620.241 42.4666 13.43 47.67 17.24 56.56	
147 3.6687 25.1391 18746.917 42.7574 14.90 51.19 18.31 58.68	
148 3.7072 28.6652 18874.541 43.0483 14.45 48.43 18.51 57.72	
149 3.8143 31.5864 19002.058 43.3392 15.45 51.89 18.90 60.63	
150 3.5993 24.1635 19129.085 43.6300 14.41 51.54 18.07 59.20	
151 4.1978 38.3314 19255.867 43.9209 16.50 55.32 20.13 61.94	
152 3.5695 22.1491 19382.388 44.2118 14.04 49.21 18.13 58.51	
153 3.8923 31.7327 19509.768 44.5026 15.01 51.77 18.63 58.97	
154 3.7383 25.9412 19637.317 44.7935 14.45 49.51 18.28 58.45	
155 3.9042 35.1863 19765.050 45.0844 14.92 51.72 19.07 59.64	
156 3.4948 19.2385 19891.922 45.3752 13.50 47.27 17.76 56.64	
157 3.7835 25.9233 20018.809 45.6661 14.84 51.43 18.66 59.29	
158 3.5239 19.7610 20146.283 45.9570 13.64 46.60 17.63 55.60	
159 4.1336 36.9961 20273.033 46.2478 16.42 54.19 19.61 60.45	
160 3.6139 25.3205 20400.096 46.5387 13.81 48.81 17.94 57.60	
161 3.5852 22.8414 20527.571 46.8296 14.13 48.66 17.60 55.63	
162 3.5539 21.1702 20654.926 47.1204 13.66 48.37 17.21 56.85	
163 3.7213 27.2855 20782.128 47.4113 15.02 51.95 18.31 59.26	
164 3.9947 41.2789 20909.047 47.7022 16.37 53.29 19.81 59.09	
165 4.3345 41.8463 21036.863 47.9930 17.23 57.48 20.23 63.16	
166 3.9944 33.0284 21164.411 48.2839 15.98 51.51 19.23 59.06	
167 3.4596 18.8269 21291.960 48.5748 13.32 45.99 17.29 53.94	
168 3.9045 31.7831 21418.731 48.8656 15.75 53.05 19.51 60.37	
169 4.0242 31.9620 21546.132 49.1565 15.27 51.11 18.91 59.20	
170 3.8490 29.6871 21674.095 49.4474 15.21 52.12 19.15 60.28	
171 3.5623 21.9488 21801.126 49.7382 13.61 45.78 17.75 55.74	
172 3.8002 31.3221 21928.234 50.0291 14.87 50.64 19.09 60.25	
173 3.5407 19.3122 22056.016 50.3200 13.31 47.21 17.56 57.17	
174 3.6948 25.0482 22182.701 50.6108 14.28 50.29 18.17 58.07	
175 3.7970 29.1085 22310.128 50.9017 14.47 50.03 18.30 58.68	
176 3.9519 31.9016 22437.641 51.1926 15.66 53.40 19.45 61.85	
177 3.9521 37.3358 22565.086 51.4834 16.58 55.58 20.85 64.03	
178 3.9360 32.3390 22692.003 51.7743 15.66 51.28 19.35 59.58	
179 3.4303 15.4284 22820.070 52.0652 13.23 47.18 17.09 56.09	
180 3.6235 23.6646 22947.299 52.3560 13.93 47.06 17.57 55.92	
181 4.0289 34.1588 23075.008 52.6469 15.70 53.14 19.34 60.08	
182 3.6238 21.0933 23202.980 52.9378 14.19 48.69 17.94 57.26	
183 3.8753 31.3581 23330.693 53.2286 15.06 50.58 19.10 60.02	
184 4.1207 40.0601 23457.741 53.5195 16.61 56.20 19.89 62.66	
185 3.8459 28.9775 23584.564 53.8104 15.06 51.98 18.64 59.29	
186 3.9332 34.7056 23711.594 54.1012 16.37 54.45 20.03 62.29	
187 3.4391 22.1726 23838.177 54.3921 13.85 47.93 18.28 58.16	
188 3.9079 33.2771 23965.336 54.6830 15.28 53.23 19.10 60.54	
189 3.7810 28.7984 24092.005 54.9738 14.93 51.95 18.74 59.38	
190 3.7684 30.1730 24218.617 55.2647 14.80 52.44 18.61 60.66	
191 3.5106 20.5670 24345.195 55.5556 13.84 48.20 17.96 58.71	
192 3.9246 31.4228 24471.629 55.8464 15.51 52.76 19.18 60.98	
193 3.6787 27.3415 24598.197 56.1373 14.78 51.08 18.47 59.93	
194 3.7324 26.6030 24725.035 56.4282 14.96 50.06 18.26 57.84	
195 4.0107 37.5134 24852.362 56.7190 16.28 52.71 19.75 59.35	
196 3.6437 27.5115 24978.897 57.0099 14.72 50.79 18.92 58.48	
197 3.6313 23.3780 25105.516 57.3008 14.28 48.31 18.39 58.27	
198 3.9361 34.1770 25232.185 57.5916 15.18 50.76 18.55 57.57	
199 3.9777 34.7504 25359.137 57.8825 15.68 53.90 19.01 61.27	
200 4.3878 45.6839 25485.863 58.1734 18.30 57.74 22.03 64.76	
201 3.4635 17.5436 25612.376 58.4642 13.48 47.73 16.97 56.41	
202 3.7837 27.8417 25739.309 58.7551 14.88 51.77 18.64 58.77	
203 3.8880 27.1351 25866.407 59.0460 15.21 51.86 19.03 59.93	
204 3.7926 28.6051 25993.781 59.3368 14.68 50.32 18.65 58.65	
205 3.6772 27.9313 26120.238 59.6277 14.40 49.10 18.43 57.17	
206 3.7658 25.1257 26247.505 59.9186 15.40 53.11 19.43 61.56	
207 3.7929 29.2524 26375.791 60.2094 14.80 50.87 18.52 59.38	
208 4.0116 32.8991 26502.814 60.5003 16.18 55.00 20.02 62.69	
209 3.7838 30.2309 26630.386 60.7912 14.94 50.99 19.17 59.84	
210 3.7236 29.3411 26757.290 61.0820 15.03 52.91 19.52 61.59	
211 3.6437 24.6135 26884.642 61.3729 14.01 47.93 18.05 56.88	
212 4.8963 57.9647 27011.613 61.6638 19.82 61.43 23.75 69.67	
213 3.5509 21.5096 27138.151 61.9546 14.09 48.43 18.25 58.13	
214 3.6030 25.1171 27264.068 62.2455 14.63 49.45 18.50 57.57	
215 3.8361 30.8394 27391.049 62.5364 15.19 50.79 18.57 59.06	
216 3.4636 18.6437 27518.495 62.8272 13.34 46.80 17.49 56.15	
217 3.9328 31.3357 27645.360 63.1181 15.99 54.71 19.47 62.34	
218 3.4067 16.7155 27771.749 63.4090 13.34 47.64 17.33 56.79	
219 3.6606 24.6284 27898.361 63.6998 14.49 48.66 18.21 57.63	
220 3.6999 29.4532 28025.117 63.9907 14.63 49.33 18.98 57.98	
221 3.7223 26.6087 28151.939 64.2816 14.70 49.88 18.44 58.13	
222 3.5244 22.2554 28278.648 64.5724 13.59 47.03 17.70 57.08	
223 4.2187 39.3319 28405.422 64.8633 17.26 56.25 20.86 63.59	
224 4.3850 51.1290 28532.353 65.1542 18.60 58.93 22.41 66.47	
225 3.7926 27.2227 28659.085 65.4450 14.56 48.89 18.62 58.27	
226 3.8383 30.3830 28784.863 65.7359 15.53 51.05 18.98 59.35	
227 4.0616 37.6409 28911.077 66.0268 15.93 52.65 20.09 61.01	
228 3.7808 25.2793 29037.534 66.3176 14.95 50.93 19.01 59.55	
229 3.8563 31.0788 29163.959 66.6085 15.21 50.79 19.34 59.87	
230 3.6837 27.2873 29290.791 66.8994 14.79 51.69 18.43 59.55	
231 4.0086 35.5530 29417.314 67.1902 16.29 55.58 20.16 62.93	
232 3.7674 26.0339 29543.657 67.4811 15.37 52.68 19.29 61.76	
233 3.5830 23.6395 29671.322 67.7720 13.94 48.66 18.01 57.02	
234 4.1609 42.8594 29798.169 68.0628 16.65 55.41 20.59 63.62	
235 3.6457 23.3540 29924.910 68.3537 13.97 48.25 17.80 56.62	
236 3.8213 32.8756 30052.522 68.6446 15.39 52.44 19.23 60.10	
237 3.6912 25.5119 30178.971 68.9354 14.21 48.20 18.64 57.69	
238 4.4641 45.4226 30305.498 69.2263 17.48 56.66 21.26 63.88	
239 3.7025 29.0729 30431.562 69.5172 14.95 51.92 19.47 60.95	
240 3.7065 24.0571 30558.189 69.8080 15.06 52.36 18.69 59.58	
241 3.8622 29.6938 30685.017 70.0989 14.71 49.97 18.57 58.97	
242 3.7359 27.6838 30811.943 70.3898 14.86 49.71 18.65 57.75	
243 3.9091 35.7397 30938.919 70.6806 15.67 52.82 19.65 60.89	
244 3.6418 25.4879 31065.633 70.9715 13.90 47.76 18.08 58.04	
245 3.7970 32.5626 31193.036 71.2624 15.16 52.65 19.10 60.60	
246 4.8843 64.7651 31319.900 71.5532 21.00 61.75 24.30 68.25	
247 3.5946 26.6009 31447.794 71.8441 14.55 49.83 18.64 58.13	
248 3.7748 28.4944 31574.850 72.1350 15.10 51.92 19.12 60.66	
249 3.8816 31.7268 31702.707 72.4258 15.37 52.94 19.13 60.54	
250 3.9122 30.7130 31829.897 72.7167 15.63 52.21 18.85 58.91	
251 3.4265 20.5389 31956.509 73.0076 13.08 46.39 17.22 56.38	
252 3.7613 29.3197 32083.796 73.2984 15.01 52.27 18.83 59.20	
253 3.7303 27.3923 32211.141 73.5893 14.83 50.79 18.71 58.83	
254 3.7443 27.7084 32338.004 73.8802 14.95 51.13 19.17 59.70	
255 3.8662 27.7167 32464.810 74.1710 14.87 51.72 19.17 60.48	
256 3.6774 24.3277 32592.188 74.4619 14.42 50.15 18.50 58.59	
257 3.8969 32.2021 32718.974 74.7528 15.67 53.34 19.31 61.04	
258 3.8282 33.4904 32846.169 75.0436 15.73 52.15 19.19 60.31	
259 4.4425 43.9299 32973.773 75.3345 18.09 59.02 21.33 66.85	
260 3.8023 31.4375 33101.000 75.6254 15.04 50.73 19.43 60.34	
261 3.8649 32.5405 33228.023 75.9162 15.05 49.33 18.76 58.85	
262 4.1174 37.3155 33354.807 76.2071 16.23 54.45 20.07 61.44	
263 3.7773 29.9578 33482.396 76.4980 15.32 50.84 19.10 58.19	
264 3.8854 31.6042 33610.285 76.7888 15.50 52.50 19.32 60.48	
265 4.0662 36.0990 33736.888 77.0797 15.57 53.72 19.55 61.91	
266 3.8155 29.7205 33863.723 77.3706 14.51 49.59 18.50 58.19	
267 3.5979 20.6101 33991.406 77.6614 14.18 49.30 18.11 56.91	
268 3.5692 20.3718 34118.035 77.9523 14.03 48.75 18.24 58.77	
269 3.3958 15.4972 34245.632 78.2432 12.98 44.76 17.18 55.71	
270 3.5329 19.2224 34372.158 78.5340 13.69 47.44 17.53 55.74	
271 3.6060 23.2421 34498.798 78.8249 13.98 47.79 17.88 57.23	
272 3.5830 19.2719 34625.249 79.1158 13.51 47.47 17.59 56.94	
273 3.6523 28.3237 34751.518 79.4066 14.40 50.15 18.59 58.24	
274 3.3903 14.5580 34877.725 79.6975 12.75 44.65 16.77 54.73	
275 3.9228 32.5251 35004.694 79.9884 15.82 52.04 19.83 60.77	
276 3.4741 18.6176 35131.442 80.2792 13.51 47.03 17.89 57.08	
277 3.9148 31.9436 35258.463 80.5701 15.35 51.37 19.47 60.10	
278 4.0230 30.5002 35385.064 80.8610 14.74 53.23 19.04 62.05	
279 3.7207 25.7955 35511.199 81.1518 14.68 48.55 18.51 57.81	
280 3.5815 22.8525 35638.411 81.4427 13.67 48.25 17.93 57.31	
281 3.8003 29.2815 35765.148 81.7336 14.52 49.88 18.71 58.10	
282 3.6944 26.9559 35892.039 82.0244 14.20 47.73 17.95 55.34	
283 3.7304 28.9815 36018.950 82.3153 15.00 53.32 19.22 61.12	
284 3.9730 34.0504 36146.139 82.6062 15.71 53.32 19.40 60.95	
285 3.6868 25.5161 36273.575 82.8970 14.50 51.75 18.26 58.45	
286 4.1325 36.5446 36400.254 83.1879 16.24 55.44 20.00 62.69	
287 3.5599 22.8151 36527.250 83.4788 13.76 48.37 17.95 57.17	
288 3.9976 33.2445 36654.354 83.7696 15.67 50.61 19.17 59.38	
289 3.5161 19.5387 36783.225 84.0605 13.93 47.79 17.70 57.20	
290 3.9635 27.9693 36913.585 84.3514 15.18 51.45 19.07 59.84	
291 4.0152 33.2346 37042.725 84.6422 16.35 51.83 20.21 60.37	
292 3.6922 22.4004 37171.274 84.9331 14.33 48.75 18.16 56.64	
293 4.1851 39.7112 37300.471 85.2240 16.36 53.40 20.33 62.23	
294 4.2617 46.7296 37428.718 85.5148 17.31 56.78 21.47 65.22	
295 3.5004 21.4653 37557.297 85.8057 13.18 45.17 17.40 55.98	
296 3.6653 26.0462 37685.857 86.0966 15.05 51.31 19.38 60.48	
297 4.2279 41.5143 37814.777 86.3874 17.11 56.86 21.00 64.64	
298 3.6624 26.6883 37943.840 86.6783 14.62 50.58 18.76 58.62	
299 4.1084 37.0126 38072.803 86.9692 15.83 54.62 19.73 62.69	
300 3.8092 29.3993 38201.885 87.2600 15.22 52.59 19.51 60.57	
301 3.7515 24.1734 38330.671 87.5509 14.63 50.44 18.59 59.23	
302 3.7338 27.9143 38459.615 87.8418 14.87 51.86 18.51 60.10	
303 3.4187 17.8733 38587.042 88.1326 13.02 45.61 17.18 55.48	
304 3.6275 25.1027 38714.903 88.4235 14.66 50.70 18.52 59.96	
305 3.7598 26.5835 38842.650 88.7144 14.28 50.32 18.25 58.94	
306 3.7975 28.6990 38971.842 89.0052 15.44 53.03 19.20 60.34	
307 3.5776 24.5787 39100.634 89.2961 13.86 48.11 18.70 58.24	
308 3.5161 19.1454 39231.170 89.5870 13.67 47.99 17.69 57.37	
309 3.8221 28.6652 39359.698 89.8778 15.55 51.16 18.69 58.94	
310 3.9929 33.8270 39492.020 90.1687 15.56 52.39 19.80 60.63	
311 3.7725 30.4933 39619.675 90.4596 14.69 50.29 18.23 58.24	
312 3.8183 30.7557 39747.918 90.7504 15.87 52.68 19.85 60.60	
313 3.4925 20.9948 39876.701 91.0413 13.96 48.49 18.18 57.34	
314 3.7483 30.8094 40004.535 91.3322 14.98 50.38 18.27 59.03	
315 3.9978 32.8861 40132.734 91.6230 15.51 53.14 19.18 59.38	
316 4.0732 36.9734 40261.300 91.9139 15.96 53.46 19.47 61.09	
317 3.5774 23.7450 40388.575 92.2048 14.63 49.45 18.79 59.46	
318 3.5736 26.0807 40515.879 92.4956 14.40 50.00 17.99 58.88	
319 3.6410 25.8280 40642.945 92.7865 14.67 49.85 18.83 59.58	
320 4.1777 36.1300 40770.204 93.0774 16.56 56.57 20.71 64.26	
321 3.6179 22.0125 40897.597 93.3682 14.34 49.59 18.39 58.71	
322 3.5787 22.6768 41024.755 93.6591 13.66 48.11 17.69 56.88	
323 4.1145 39.2103 41152.094 93.9500 16.25 54.92 19.44 61.73	
324 3.9711 33.2435 41278.862 94.2408 16.00 53.11 19.66 61.27	
325 3.4278 18.1309 41406.699 94.5317 13.48 46.13 17.23 55.74	
326 4.3874 43.7554 41533.940 94.8226 17.60 57.50 21.48 64.84	
327 4.0151 32.1910 41661.105 95.1134 15.02 52.36 19.06 61.76	
328 3.7631 27.0653 41788.244 95.4043 15.13 51.54 19.14 59.96	
329 3.7352 26.0771 41915.464 95.6952 14.36 49.91 18.44 58.59	
330 3.7029 26.0697 42042.248 95.9860 14.24 49.59 18.07 57.66	
331 4.1096 33.4058 42168.930 96.2769 16.01 53.78 20.00 63.36	
332 3.7591 23.9606 42295.735 96.5678 14.36 49.80 17.85 59.06	
333 3.6651 27.3955 42422.523 96.8586 14.03 49.19 18.34 59.23	
334 4.0467 36.8621 42549.830 97.1495 16.65 55.41 20.51 63.22	
335 3.7435 28.0833 42676.535 97.4404 15.04 50.26 18.93 59.78	
336 3.7412 22.9591 42803.735 97.7312 14.51 51.57 18.31 60.08	
337 3.7328 31.4351 42931.134 98.0221 14.98 50.73 19.06 59.44	
338 3.8908 30.9328 43058.178 98.3130 14.90 49.48 18.76 58.19	
339 3.7754 26.8643 43184.625 98.6038 14.97 48.92 18.81 57.89	
340 3.6844 23.9349 43311.404 98.8947 14.52 49.27 18.38 58.01	
341 3.8026 28.7896 43439.116 99.1856 15.33 52.21 19.11 59.20	
342 3.8123 30.8347 43566.208 99.4764 14.96 49.85 18.73 58.88	
343 4.4994 46.2370 43693.501 99.7673 17.57 56.60 20.96 64.12	
344 3.5354 21.1918 43821.101 100.0582 14.27 49.16 18.23 58.27	
345 3.5028 19.9238 43948.377 100.3490 13.88 46.34 17.58 56.06	
346 3.5411 16.8015 44075.897 100.6399 13.59 47.41 17.30 56.18	
347 3.5404 19.9065 44203.422 100.9308 13.80 49.13 17.95 57.57	
348 3.7669 25.2000 44330.855 101.2216 14.75 51.16 18.38 58.45	
349 3.7683 28.9389 44458.199 101.5125 15.72 51.37 18.83 58.74	
350 3.8648 34.7207 44585.722 101.8034 15.34 52.68 19.12 59.44	
351 4.1892 38.6139 44713.385 102.0942 17.52 56.17 20.81 65.28	
352 3.7295 28.8510 44841.942 102.3851 14.83 51.37 18.57 59.73	
353 4.0938 39.0036 44969.143 102.6760 16.29 52.44 20.01 60.48	
354 4.1774 41.3281 45095.737 102.9668 17.13 56.95 20.76 63.48	
355 3.5734 20.7760 45223.382 103.2577 14.24 49.83 18.11 58.62	
